,DBA Name,Zip,n_failed,n_pwc,n_inspections,n_passed,most_recent_inspection,Chains,recent_pass,recent_pwc,recent_fail
7508,taco bell,60707.0,0,2,11,9,2019-09-16,18,0.0,1.0,0.0
7509,taco bell # 32179,60632.0,0,0,2,1,2019-10-18,1,1.0,0.0,0.0
7510,taco bell #2513,60638.0,0,5,7,2,2019-10-04,1,1.0,0.0,0.0
7511,taco bell #27900,60643.0,1,5,7,1,2019-12-17,1,0.0,1.0,0.0
7512,taco bell #30404,60661.0,4,3,14,7,2020-01-30,1,1.0,0.0,0.0
7513,taco bell #30407,60649.0,0,2,10,7,2019-03-26,1,0.0,1.0,0.0
7514,taco bell 34921,60629.0,0,0,1,0,2019-03-28,1,1.0,0.0,0.0
7515,taco bell cantina,60605.0,0,0,1,1,2019-07-18,3,1.0,0.0,0.0
7516,taco bell cantina,60611.0,1,0,6,5,2019-06-14,3,0.0,1.0,0.0
7517,taco bell cantina,60622.0,0,1,1,0,2019-07-18,3,0.0,1.0,0.0
7518,taco burrito king,60607.0,2,1,15,12,2019-10-21,6,0.0,1.0,0.0
7519,taco burrito king,60638.0,1,1,10,8,2019-04-03,6,0.0,1.0,0.0
7520,taco burrito king,60641.0,1,3,14,10,2019-12-11,6,0.0,1.0,0.0
7521,taco burrito king,60654.0,0,0,0,0,2014-10-07,6,1.0,0.0,0.0
7522,taco burrito king,60656.0,5,7,26,14,2020-02-04,6,0.0,1.0,0.0
7523,taco burrito king,60707.0,3,1,14,10,2019-08-29,6,1.0,0.0,0.0
7524,"taco burrito king i, inc.",60634.0,6,4,24,14,2019-08-22,1,0.0,1.0,0.0
7525,taco burrito king inc.,60607.0,2,3,12,7,2018-01-09,1,1.0,0.0,0.0
7526,taco el jaliciense,60622.0,2,3,11,6,2019-08-12,1,0.0,1.0,0.0
7527,taco fresco,60606.0,0,2,12,10,2019-10-16,1,0.0,1.0,0.0
7528,taco house,60644.0,1,1,2,0,2019-06-11,1,1.0,0.0,0.0
7529,"taco in a bag store 1, llc",60625.0,2,0,8,6,2019-05-23,1,0.0,1.0,0.0
7530,taco joint,60614.0,4,4,13,5,2019-09-20,2,1.0,0.0,0.0
7531,taco joint,60654.0,0,0,1,1,2013-01-10,2,1.0,0.0,0.0
7532,taco lulu,60661.0,0,0,0,0,2019-10-17,1,1.0,0.0,0.0
7533,taco madre,60605.0,3,1,6,2,2019-07-30,1,0.0,1.0,0.0
7534,taco max,60618.0,1,1,5,3,2019-07-12,1,0.0,1.0,0.0
7535,taco max mexican grill,60618.0,0,0,0,0,2019-11-08,1,0.0,1.0,0.0
7536,taco nietos,60617.0,2,1,14,11,2020-01-23,1,0.0,1.0,0.0
7537,tacoboy inc,60642.0,2,0,3,1,2018-08-31,1,1.0,0.0,0.0
7538,taconazo el original #1,60639.0,3,2,5,0,2019-08-15,1,1.0,0.0,0.0
7539,tacontento,60618.0,2,0,7,5,2019-03-21,1,0.0,1.0,0.0
7540,tacos & salsas llc,60629.0,0,0,0,0,2019-08-16,1,1.0,0.0,0.0
7541,"tacos castillo 1, inc.",60617.0,0,0,1,1,2019-07-15,1,0.0,1.0,0.0
7543,tacos don cuco,60609.0,2,2,13,9,2019-12-03,1,0.0,1.0,0.0
7544,tacos don memo,60617.0,0,0,1,1,2019-07-09,1,0.0,1.0,0.0
7545,tacos el paraiso,60634.0,1,1,2,0,2019-07-03,1,0.0,1.0,0.0
7546,tacos el tio,60651.0,2,2,8,4,2019-05-13,1,0.0,1.0,0.0
7547,tacos el tio 2 inc.,60634.0,2,2,6,1,2019-08-22,1,0.0,1.0,0.0
7548,tacos mario's limited,60629.0,2,1,12,8,2019-04-29,1,1.0,0.0,0.0
7549,tacos montanas,60625.0,2,1,3,0,2019-11-15,1,0.0,1.0,0.0
7550,tacos nietos,60617.0,0,2,4,1,2015-07-20,1,1.0,0.0,0.0
7551,tacos tequilas,60618.0,2,1,11,8,2019-10-31,1,0.0,1.0,0.0
7552,tacos y tamales el pollo.,60623.0,1,0,2,0,2019-06-04,1,1.0,0.0,0.0
7553,tacos zacatecas,60647.0,0,0,0,0,2011-02-01,1,1.0,0.0,0.0
7554,tacotlan,60639.0,2,0,4,1,2019-07-24,1,0.0,1.0,0.0
7555,tahoora sweets & bakery,60659.0,7,2,21,12,2019-08-06,1,0.0,1.0,0.0
7556,tai ho yee food co,60616.0,1,1,8,6,2019-07-01,1,0.0,1.0,0.0
7557,taipei cafe,60608.0,3,2,7,2,2019-08-19,1,1.0,0.0,0.0
7558,takie outit,60622.0,4,0,13,9,2019-07-01,1,0.0,1.0,0.0
7559,takito kitchen,60622.0,3,1,11,6,2019-01-15,1,0.0,1.0,0.0
7560,takito street,60614.0,2,1,3,0,2019-11-29,1,0.0,1.0,0.0
7561,takorea cocina,60622.0,1,0,1,0,2019-07-01,1,0.0,1.0,0.0
7562,talay,60607.0,1,1,11,9,2019-07-12,1,1.0,0.0,0.0
7563,tamales emma la chaparrita,60623.0,3,2,7,2,2019-05-15,1,1.0,0.0,0.0
7564,tamales lo mejor de guerrero,60626.0,3,3,14,7,2019-05-14,1,0.0,1.0,0.0
7565,tamales sofias llc,60629.0,0,0,0,0,2019-12-12,1,1.0,0.0,0.0
7566,tamalesy restaurant costa grande,60617.0,1,0,6,2,2019-02-27,1,0.0,1.0,0.0
7567,tamarindo loco,60641.0,1,2,9,6,2019-09-25,1,0.0,1.0,0.0
7568,tammy's,60612.0,0,0,0,0,2011-03-21,1,0.0,0.0,1.0
7569,tan lu,60616.0,1,3,5,0,2020-01-28,1,0.0,1.0,0.0
7570,tanaka ramen,60614.0,1,0,1,0,2020-01-16,1,0.0,1.0,0.0
7571,tandoor,60614.0,4,2,12,6,2019-03-15,1,0.0,1.0,0.0
7572,"tang's restaurant, inc",60616.0,1,1,7,5,2019-02-27,1,0.0,1.0,0.0
7573,tango sur,60613.0,1,1,9,7,2019-10-08,1,0.0,1.0,0.0
7574,tania's catering inc.,60608.0,0,0,0,0,2019-09-05,1,0.0,1.0,0.0
7575,tank noodle pho xe tang,60640.0,1,5,11,4,2019-06-28,1,0.0,1.0,0.0
7576,"tankard, tap & grill",60647.0,0,0,0,0,2016-06-21,1,1.0,0.0,0.0
7577,tano's pizza,60618.0,2,1,11,8,2019-04-15,1,0.0,1.0,0.0
7578,tano's pizzeria,60618.0,0,0,0,0,2019-10-11,1,0.0,1.0,0.0
7579,tanor kobob inc.,60623.0,1,0,2,1,2019-01-11,1,0.0,1.0,0.0
7580,tanoshi sushi mikes,60640.0,2,2,13,4,2019-10-16,1,0.0,1.0,0.0
7581,tanoshii,60640.0,1,1,4,1,2014-05-14,1,1.0,0.0,0.0
7582,tanoshii sushi mike's,60661.0,2,2,10,6,2019-08-29,1,0.0,1.0,0.0
7583,tant llc,60644.0,2,2,7,3,2019-02-06,1,0.0,1.0,0.0
7584,tanta,60654.0,1,3,11,6,2019-10-17,1,1.0,0.0,0.0
7585,tanuki,60657.0,2,2,10,6,2020-01-15,1,1.0,0.0,0.0
7586,tao chicago,60654.0,0,1,1,0,2019-06-18,1,0.0,1.0,0.0
7587,taos restaurant,60618.0,5,5,17,6,2019-02-11,1,0.0,1.0,0.0
7588,tap & pour,60638.0,1,0,1,0,2017-05-03,1,0.0,1.0,0.0
7589,tapas valencia,60605.0,3,2,16,8,2019-09-26,1,1.0,0.0,0.0
7590,tapia's pizza & grill,60626.0,0,1,5,4,2019-03-27,1,1.0,0.0,0.0
7591,tapia's pizzeria inc,60645.0,3,2,14,9,2019-05-08,1,0.0,1.0,0.0
7592,tapworks,60607.0,0,0,0,0,2015-01-20,1,0.0,1.0,0.0
7593,taqueria,60609.0,2,0,19,16,2019-11-29,1,0.0,1.0,0.0
7594,taqueria  cd  hidalgo,60626.0,5,1,18,12,2019-11-08,1,1.0,0.0,0.0
7595,taqueria  la zacatecana,60618.0,4,2,12,6,2019-08-12,1,0.0,1.0,0.0
7596,"taqueria  mazamitla, inc.",60618.0,2,1,11,8,2019-11-06,1,0.0,1.0,0.0
7597,"taqueria 4 hermanos corp.,",60632.0,0,1,2,1,2019-06-17,1,0.0,1.0,0.0
7598,taqueria 5 de mayo,60618.0,1,1,7,5,2019-09-03,1,1.0,0.0,0.0
7599,taqueria amigo chino,60634.0,2,2,8,4,2019-06-19,1,0.0,1.0,0.0
7600,taqueria amigo chino 2,60630.0,9,6,26,10,2020-01-15,1,1.0,0.0,0.0
7601,taqueria atotonilco,60629.0,2,0,11,9,2019-03-06,1,0.0,1.0,0.0
7602,taqueria atotonilco #1,60623.0,5,4,19,10,2019-11-18,1,0.0,1.0,0.0
7603,taqueria atotonilco #2,60609.0,2,2,14,10,2019-12-06,1,0.0,1.0,0.0
7604,taqueria blue line inc.,60618.0,0,0,0,0,2019-12-04,1,0.0,1.0,0.0
7605,taqueria brito's,60641.0,1,1,6,4,2020-01-28,1,0.0,0.0,1.0
7606,taqueria chile bravo,60608.0,0,0,0,0,2013-09-03,1,0.0,0.0,1.0
7607,"taqueria coral, inc.",60623.0,1,0,2,1,2019-01-16,1,0.0,1.0,0.0
7608,taqueria decolores,60604.0,0,0,0,0,2020-01-21,1,1.0,0.0,0.0
7609,taqueria diversey,60639.0,1,0,12,9,2019-11-12,1,0.0,1.0,0.0
7610,taqueria don chilo,60628.0,0,0,0,0,2019-09-04,1,0.0,1.0,0.0
7611,taqueria dona balbis,60626.0,1,0,1,0,2019-10-17,1,0.0,1.0,0.0
7612,"taqueria el aguila real, inc",60618.0,0,0,3,3,2019-09-12,1,0.0,1.0,0.0
7614,taqueria el arco #2,60608.0,0,0,1,1,2019-01-24,1,0.0,1.0,0.0
7615,"taqueria el arco #3 el pollo feliz, inc.",60629.0,1,0,1,0,2019-06-06,1,0.0,1.0,0.0
7616,taqueria el asadero #1,60618.0,0,4,13,9,2019-07-08,1,1.0,0.0,0.0
7617,taqueria el charo de san francisco,60617.0,3,2,14,9,2019-09-10,1,1.0,0.0,0.0
7618,taqueria el charro,60626.0,0,0,1,1,2019-02-08,1,0.0,1.0,0.0
7619,taqueria el chorrito,60626.0,6,2,19,10,2019-05-17,1,0.0,1.0,0.0
7620,taqueria el dorado,60625.0,2,0,2,0,2019-10-29,2,0.0,1.0,0.0
7621,taqueria el dorado,60626.0,1,2,4,1,2019-04-26,2,0.0,1.0,0.0
7622,taqueria el heredero ii llc,60647.0,1,0,1,0,2019-05-29,1,0.0,1.0,0.0
7623,taqueria el heredero inc.,60647.0,3,4,9,2,2020-01-21,1,0.0,1.0,0.0
7624,taqueria el herradero,60629.0,0,0,9,9,2019-06-24,1,0.0,1.0,0.0
7625,taqueria el jefe loco co.,60651.0,1,0,1,0,2019-04-25,1,1.0,0.0,0.0
7626,taqueria el kacheton,60639.0,1,1,10,8,2019-03-26,1,0.0,1.0,0.0
7627,taqueria el molino corporation,60623.0,3,4,14,4,2019-05-22,1,0.0,1.0,0.0
7628,taqueria el palmar,60613.0,1,5,16,9,2019-08-01,1,0.0,1.0,0.0
7629,taqueria el pastor,60629.0,0,3,11,8,2019-08-12,1,1.0,0.0,0.0
7630,"taqueria el potosi,inc.",60618.0,3,1,11,7,2019-11-12,1,0.0,1.0,0.0
7631,taqueria el ranchito,60618.0,12,8,40,20,2019-08-06,1,0.0,1.0,0.0
7632,taqueria el rey del taco fashion 1676 inc,60612.0,1,2,4,1,2019-06-27,1,0.0,1.0,0.0
7633,taqueria el tapatio,60639.0,1,2,11,8,2019-07-22,1,0.0,1.0,0.0
7634,taqueria el taquin,60633.0,1,1,4,2,2019-09-17,1,0.0,1.0,0.0
7635,taqueria gomez,60623.0,2,2,14,10,2019-02-01,1,1.0,0.0,0.0
7636,taqueria gomez #2,60623.0,1,0,1,0,2019-11-22,1,1.0,0.0,0.0
7637,taqueria guerrero,60608.0,0,0,1,1,2012-01-03,1,1.0,0.0,0.0
7638,taqueria huandacreo,60632.0,1,0,11,10,2019-07-05,1,0.0,1.0,0.0
7639,taqueria huentitan,60639.0,2,0,15,13,2019-06-28,1,0.0,1.0,0.0
7640,taqueria jamay,60632.0,3,1,9,5,2019-06-17,1,0.0,1.0,0.0
7641,taqueria kairos,60638.0,2,0,10,8,2019-02-25,1,0.0,1.0,0.0
7642,taqueria la chiquita,60623.0,1,5,15,9,2019-06-05,1,0.0,1.0,0.0
7643,taqueria la ciudad inc,60609.0,1,3,5,1,2019-10-10,1,1.0,0.0,0.0
7644,taqueria la esquinita,60707.0,1,2,9,5,2019-12-03,1,0.0,1.0,0.0
7645,taqueria la estrella,60630.0,0,1,6,4,2019-08-21,1,0.0,1.0,0.0
7646,taqueria la fogata,60618.0,0,0,5,4,2019-08-12,1,0.0,1.0,0.0
7647,"taqueria la hacienda, inc.",60629.0,0,0,10,9,2019-05-30,1,0.0,1.0,0.0
7648,"taqueria la haciendita, inc.",60629.0,2,2,9,4,2019-07-15,1,0.0,1.0,0.0
7649,taqueria la lagartija,60607.0,5,0,17,12,2019-04-15,1,0.0,1.0,0.0
7650,taqueria la mexicana,60609.0,1,1,13,11,2019-11-29,1,1.0,0.0,0.0
7651,taqueria la oaxaquena,60641.0,8,2,17,7,2019-05-01,1,0.0,1.0,0.0
7652,taqueria la paz,60639.0,2,0,4,2,2019-06-21,1,0.0,1.0,0.0
7653,taqueria la placita,60609.0,0,1,2,1,2019-04-15,1,0.0,1.0,0.0
7654,taqueria las flores,60625.0,1,0,1,0,2019-10-18,1,1.0,0.0,0.0
7655,taqueria los altos de jalisco,60629.0,0,1,4,1,2019-06-05,1,0.0,1.0,0.0
7656,taqueria los azares,60631.0,4,4,14,6,2020-01-10,1,0.0,1.0,0.0
7657,taqueria los barrilitos,60623.0,4,4,9,1,2019-05-28,1,0.0,1.0,0.0
7658,taqueria los comales #1 inc,60623.0,2,5,15,8,2019-02-01,1,0.0,1.0,0.0
7659,taqueria los comales #11,60647.0,4,4,17,9,2019-10-09,1,0.0,1.0,0.0
7660,taqueria los flacos,60625.0,0,1,4,3,2019-11-07,1,0.0,1.0,0.0
7661,taqueria los gallos 2 inc,60632.0,2,2,12,8,2019-04-03,1,0.0,1.0,0.0
7662,taqueria los gallos 3 inc.,60638.0,1,0,9,8,2019-01-28,1,0.0,1.0,0.0
7663,taqueria los gallos inc,60623.0,1,2,11,8,2019-11-19,1,0.0,1.0,0.0
7664,taqueria los portales,60626.0,4,1,12,7,2019-02-01,1,1.0,0.0,0.0
7665,taqueria maravatio inc.,60629.0,2,1,4,1,2019-07-16,1,0.0,1.0,0.0
7666,taqueria mi barrio es tepito,60629.0,1,0,1,0,2019-12-06,1,1.0,0.0,0.0
7667,taqueria mi linda hacienda inc.,60639.0,4,5,15,6,2019-01-10,1,0.0,1.0,0.0
7668,"taqueria mi lindo durango, inc",60643.0,1,3,12,8,2020-01-21,1,1.0,0.0,0.0
7670,taqueria michoacan,60629.0,0,0,1,1,2019-08-01,1,0.0,1.0,0.0
7671,taqueria moran,60647.0,4,3,16,9,2019-05-23,1,1.0,0.0,0.0
7673,taqueria nuevo jalisco,60639.0,2,2,9,5,2019-11-05,1,0.0,1.0,0.0
7674,taqueria palacio,60608.0,2,0,8,6,2019-06-19,1,0.0,1.0,0.0
7675,taqueria picazo,60617.0,0,0,0,0,2019-04-03,1,0.0,1.0,0.0
7676,taqueria primo chukis uptown,60640.0,0,0,1,1,2019-01-22,1,0.0,1.0,0.0
7677,taqueria sabor y sazon,60608.0,0,1,6,5,2019-03-13,1,0.0,1.0,0.0
7678,taqueria san jose #1,60608.0,3,2,15,10,2019-04-19,1,0.0,1.0,0.0
7679,taqueria san juanito,60625.0,2,2,14,10,2019-10-04,1,0.0,1.0,0.0
7680,taqueria siglo xx,60625.0,0,0,1,0,2019-12-16,1,0.0,1.0,0.0
7681,taqueria super burrito,60622.0,3,2,14,9,2020-01-03,1,0.0,1.0,0.0
7682,taqueria taco bueno inc.,60608.0,0,2,13,10,2019-06-04,1,1.0,0.0,0.0
7683,taqueria tayahua,60608.0,5,1,15,9,2019-07-16,1,0.0,1.0,0.0
7684,taqueria uptown,60626.0,2,1,4,1,2015-08-14,2,1.0,0.0,0.0
7685,taqueria uptown,60660.0,8,1,21,12,2019-03-19,2,0.0,1.0,0.0
7686,taqueria valparaiso,60643.0,2,0,12,10,2019-01-24,1,1.0,0.0,0.0
7687,taqueria varitas,60653.0,0,2,4,1,2019-12-12,1,0.0,1.0,0.0
7688,taqueria villa,60629.0,1,0,8,7,2019-06-07,1,0.0,1.0,0.0
7689,"taqueria y birrieria morelia, inc.",60629.0,1,1,7,5,2020-02-04,1,1.0,0.0,0.0
7690,taqueria y restaurant don ramon,60707.0,2,1,11,7,2019-12-03,1,0.0,1.0,0.0
7691,taqueria y restaurant la piri,60639.0,2,0,9,7,2019-06-05,1,0.0,1.0,0.0
7692,taqueria y tortilleria atotonilco,60608.0,1,5,10,4,2019-07-12,1,0.0,1.0,0.0
7693,taqueria-el-norte inc,60660.0,0,0,0,0,2011-02-23,1,0.0,1.0,0.0
7694,taquitos,60617.0,0,1,1,0,2011-03-16,1,1.0,0.0,0.0
7695,"taquizas don rafa, company",60608.0,0,3,6,2,2019-06-26,1,0.0,1.0,0.0
7696,tarantino's,60614.0,3,0,12,6,2019-01-11,1,0.0,1.0,0.0
7697,tarascas international,60614.0,0,1,12,6,2019-12-16,1,0.0,1.0,0.0
7698,tarboush mediterranean grill,60622.0,1,1,6,4,2019-10-10,1,0.0,1.0,0.0
7699,target - store t-1488,60619.0,2,2,7,3,2018-09-21,1,0.0,1.0,0.0
7700,target store # 1889,60605.0,1,4,9,4,2018-12-26,1,1.0,0.0,0.0
7701,target store #1437,60618.0,2,0,7,5,2019-11-25,1,1.0,0.0,0.0
7702,target store - 1879,60632.0,0,2,2,0,2016-09-30,1,0.0,1.0,0.0
7703,target store- 2078,60608.0,2,1,6,3,2019-08-07,1,1.0,0.0,0.0
7704,taste  bud,60624.0,3,1,8,4,2016-08-26,1,0.0,1.0,0.0
7705,taste buds,60645.0,0,1,1,0,2019-07-23,1,0.0,1.0,0.0
7706,taste food and wine,60626.0,0,1,1,0,2019-11-19,1,0.0,1.0,0.0
7707,taste of canton,60608.0,0,0,2,2,2019-01-08,1,0.0,1.0,0.0
7708,taste of chicago 2,60649.0,1,0,5,4,2019-03-18,1,0.0,1.0,0.0
7709,taste of chicago inc,60628.0,2,0,7,5,2016-10-18,1,1.0,0.0,0.0
7710,taste of china,60614.0,0,0,2,1,2019-09-06,1,0.0,1.0,0.0
7711,taste of havana,60647.0,2,0,5,2,2019-11-21,1,0.0,1.0,0.0
7712,taste of lebanon,60640.0,2,1,11,8,2019-10-29,1,0.0,1.0,0.0
7713,taste of peru,60626.0,2,2,14,9,2019-05-24,1,0.0,1.0,0.0
7714,taste of thai town,60630.0,1,0,1,0,2015-06-19,1,1.0,0.0,0.0
7716,tasty chicken & salad,60624.0,0,1,1,0,2019-04-16,1,0.0,1.0,0.0
7717,tasty chicken & salad food mart,60628.0,1,2,4,1,2020-01-30,1,1.0,0.0,0.0
7718,"tasty chill, inc.",60652.0,1,0,1,0,2019-05-01,1,1.0,0.0,0.0
7719,tasty china,60647.0,1,1,3,1,2019-12-04,1,1.0,0.0,0.0
7720,tasty chinese food,60618.0,0,1,2,0,2019-11-18,1,1.0,0.0,0.0
7721,tasty city,60616.0,0,0,0,0,2012-10-09,1,1.0,0.0,0.0
7722,tasty fast food & grocery,60621.0,1,1,4,1,2020-02-04,1,0.0,0.0,1.0
7723,tasty fish chicken and gyros inc.,60639.0,1,0,2,0,2019-01-14,1,0.0,1.0,0.0
7724,tasty gyros,60651.0,2,3,10,4,2016-09-22,1,1.0,0.0,0.0
7725,tasty place,60616.0,5,0,12,7,2019-06-10,1,0.0,1.0,0.0
7726,tatas tacos,60641.0,1,2,4,1,2019-08-29,1,1.0,0.0,0.0
7727,tattler post #973 amer. legion,60618.0,2,0,12,4,2019-06-12,1,0.0,1.0,0.0
7728,taureaux tavern,60605.0,0,0,2,2,2019-07-08,1,0.0,1.0,0.0
7729,taurus flavors,60628.0,3,0,7,4,2017-06-27,1,1.0,0.0,0.0
7730,"taurus flavors, inc.",60617.0,6,1,12,4,2019-09-05,1,1.0,0.0,0.0
7731,taurus restaurant,60641.0,1,0,1,0,2017-01-27,1,1.0,0.0,0.0
7732,taus authentic,60622.0,1,0,1,0,2015-01-14,1,1.0,0.0,0.0
7733,tavern club at 333,60601.0,0,0,1,1,2017-04-04,1,1.0,0.0,0.0
7734,tavern on littlefort,60618.0,1,0,11,6,2019-09-13,1,1.0,0.0,0.0
7735,tavern on rush,60611.0,2,5,9,2,2019-10-31,1,0.0,1.0,0.0
7737,tavernita,60654.0,1,0,1,0,2012-01-06,1,1.0,0.0,0.0
7738,tawakkul restaurant,60645.0,0,0,0,0,2020-01-16,1,0.0,1.0,0.0
7739,taxim,60622.0,0,2,10,5,2019-11-25,1,0.0,1.0,0.0
7741,taylormade que,60621.0,4,1,7,2,2019-12-27,1,1.0,0.0,0.0
7742,taza cafe,60606.0,1,1,5,3,2018-04-23,1,1.0,0.0,0.0
7743,taza catering,60606.0,1,1,2,0,2019-10-09,1,0.0,1.0,0.0
7744,tba,60622.0,0,2,2,0,2019-09-24,1,0.0,1.0,0.0
7745,tbaar,60616.0,1,0,2,1,2017-03-24,2,0.0,1.0,0.0
7746,tbaar,60660.0,0,0,2,1,2019-09-16,2,0.0,1.0,0.0
7747,tbd,60605.0,0,0,5,2,2019-05-21,10,1.0,0.0,0.0
7748,tbd,60606.0,3,0,8,5,2019-11-08,10,0.0,1.0,0.0
7749,tbd,60607.0,0,0,1,0,2019-11-08,10,1.0,0.0,0.0
7750,tbd,60614.0,0,0,0,0,2015-12-10,10,1.0,0.0,0.0
7751,tbd,60618.0,1,0,1,0,2018-12-10,10,0.0,1.0,0.0
7752,tbd,60622.0,2,1,3,0,2019-09-26,10,0.0,1.0,0.0
7753,tbd,60626.0,0,2,2,0,2019-05-24,10,0.0,1.0,0.0
7754,tbd,60634.0,0,1,5,2,2019-08-26,10,1.0,0.0,0.0
7755,tbd,60647.0,1,0,4,3,2018-11-29,10,0.0,1.0,0.0
7756,tbd,60654.0,0,0,3,3,2019-10-30,10,1.0,0.0,0.0
7757,tbt restaurant,60653.0,0,0,1,1,2019-09-27,1,0.0,1.0,0.0
7758,tcby/juice works,60666.0,0,0,9,9,2020-01-24,1,1.0,0.0,0.0
7759,te'amo boba bar,60615.0,1,0,1,0,2017-12-21,1,1.0,0.0,0.0
7760,tea monster,60602.0,0,0,0,0,2019-12-27,1,0.0,1.0,0.0
7761,tea ninja,60657.0,0,0,0,0,2019-08-12,1,1.0,0.0,0.0
7762,teagschwendner,60614.0,2,0,2,0,2013-11-08,1,1.0,0.0,0.0
7763,team divas,60623.0,1,0,1,0,2017-09-18,1,1.0,0.0,0.0
7764,team ramirez neveria inc.,60623.0,0,0,0,0,2020-01-03,1,0.0,1.0,0.0
7765,teaser's pub,60656.0,1,0,6,4,2017-10-30,1,1.0,0.0,0.0
7766,teatro zinzanni,60601.0,0,0,1,1,2019-06-13,1,1.0,0.0,0.0
7767,teavana #28346,60611.0,1,0,2,0,2016-10-11,1,1.0,0.0,0.0
7768,tecalitlan,60622.0,3,3,17,11,2019-11-08,1,0.0,1.0,0.0
7769,tedino's,60640.0,3,3,14,8,2019-12-12,1,0.0,1.0,0.0
7770,tee's snack shop,60644.0,3,0,5,2,2016-09-23,1,1.0,0.0,0.0
7771,tel aviv restaurant inc,60659.0,1,1,11,9,2019-03-13,1,0.0,1.0,0.0
7772,teller's coffee,60603.0,0,0,1,0,2018-07-03,1,0.0,1.0,0.0
7773,temax garden cafe,60608.0,0,0,0,0,2019-05-28,1,0.0,1.0,0.0
7774,tempesta market,60642.0,2,0,6,4,2019-06-12,1,0.0,1.0,0.0
7775,temple bar chicago,60657.0,1,0,1,0,2018-04-20,1,1.0,0.0,0.0
7776,tempo cafe,60611.0,4,4,15,7,2019-04-12,1,0.0,1.0,0.0
7777,temporis,60622.0,0,1,3,2,2019-06-11,1,0.0,1.0,0.0
7778,ten goku,60661.0,0,0,2,2,2020-01-14,1,1.0,0.0,0.0
7779,tequila cj restaurant,60638.0,8,2,20,9,2019-08-23,1,0.0,1.0,0.0
7780,"terrace grill, inc.",60615.0,0,2,2,0,2019-04-30,1,0.0,1.0,0.0
7781,terry's,60644.0,1,4,13,8,2020-01-07,1,0.0,1.0,0.0
7782,tesfa ethiopian cuisine,60640.0,1,0,3,2,2019-11-29,1,0.0,1.0,0.0
7783,tete charcuterie,60607.0,3,0,3,0,2014-03-13,1,1.0,0.0,0.0
7784,texas de brazil,60611.0,0,2,7,5,2019-03-08,1,1.0,0.0,0.0
7785,texican chicago,60610.0,2,1,4,1,2019-08-09,1,1.0,0.0,0.0
7786,tezcal restaurant,60618.0,0,1,1,0,2019-03-20,1,0.0,1.0,0.0
7787,tgi friday's,60611.0,2,1,10,7,2019-03-25,1,0.0,1.0,0.0
7788,thai aree house,60641.0,1,0,13,6,2019-09-16,1,0.0,1.0,0.0
7789,thai bowl,60607.0,6,1,17,10,2019-05-31,1,0.0,1.0,0.0
7790,"thai bowl noodle,rice and bubble tea",60614.0,5,3,14,6,2019-04-23,1,0.0,1.0,0.0
7791,thai flavour deli,60640.0,0,0,1,0,2016-05-11,1,0.0,0.0,1.0
7792,thai food cuisine inc.,60622.0,2,0,3,0,2019-12-23,1,1.0,0.0,0.0
7793,thai lagoon restaurant,60647.0,4,2,12,6,2019-11-13,1,1.0,0.0,0.0
7794,thai on clark,60640.0,2,4,12,5,2019-12-26,1,0.0,1.0,0.0
7795,thai pastry restaurant,60640.0,2,2,12,8,2019-04-30,1,1.0,0.0,0.0
7796,thai room restaurant inc.,60618.0,0,1,9,6,2019-10-17,1,0.0,1.0,0.0
7797,thai spoon and sushi,60605.0,1,0,1,0,2019-03-12,1,0.0,1.0,0.0
7798,thai thank you rice & noodles,60657.0,1,0,2,1,2019-03-13,1,0.0,1.0,0.0
7799,thai town chicago,60630.0,0,0,0,0,2019-01-18,1,0.0,1.0,0.0
7800,thai valley restaurant,60625.0,5,4,18,8,2019-09-24,1,1.0,0.0,0.0
7801,thalia's restaurant,60634.0,0,0,1,0,2017-02-08,1,1.0,0.0,0.0
7802,that's a burger,60617.0,1,0,5,4,2019-04-30,1,0.0,1.0,0.0
7803,the  cupcake  gallery,60640.0,3,0,3,0,2011-03-11,1,1.0,0.0,0.0
7804,the  veranda on thorndale,60660.0,4,0,10,4,2019-04-17,1,1.0,0.0,0.0
7805,the 3rd coast,60610.0,0,4,12,8,2019-03-29,1,0.0,1.0,0.0
7806,the aberdeen tap,60642.0,0,1,8,7,2019-05-03,1,0.0,1.0,0.0
7807,the admiral at the lake,60640.0,4,2,11,5,2019-11-14,1,0.0,1.0,0.0
7808,the alise-chicago,60602.0,0,0,2,2,2017-03-30,1,1.0,0.0,0.0
7809,the allerton hotel,60611.0,5,2,14,7,2019-02-15,1,0.0,1.0,0.0
7810,the alley 1776,60657.0,0,1,1,0,2018-03-27,1,0.0,1.0,0.0
7811,the angry crab,60659.0,3,1,15,7,2019-01-29,1,0.0,1.0,0.0
7812,the ark,60645.0,0,1,8,7,2019-06-12,1,0.0,1.0,0.0
7813,the art institute of chicago,60603.0,1,0,1,0,2013-06-18,1,1.0,0.0,0.0
7814,the art of  pizza inc,60657.0,1,3,13,9,2019-11-25,1,0.0,1.0,0.0
7815,the artisan cellars,60654.0,1,2,8,5,2020-01-10,1,1.0,0.0,0.0
7816,the arts club of chicago,60611.0,0,3,11,7,2019-11-07,1,1.0,0.0,0.0
7817,the atlantic bar & grill,60625.0,2,0,9,6,2019-12-24,1,0.0,1.0,0.0
7818,the avondale coffee club,60618.0,0,0,1,1,2019-07-25,1,1.0,0.0,0.0
